Job Title,Date of registration,Deadline,Job Category,Experience Required,Employment Type,Salary,SocialEnsurance,RetirementBenefit,Location,Working Hours,Working Type,Company Name,Job Description,ApplicationMethod,ApplicationType,document,Post
재가요양보호사 모집,25/05/14 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 12,700원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 화성시 우정읍 조암동로35번길 20, . (동명주택 2차)","근무시간 협의가능
※ 상세 근무시간
근무시간 : 주6일, 8시~11시,  오후2시~3시30분(오후근무는 시간협의)
주 소정근로시간
툴팁
: 24시간","주 6일 근무
(주 소정근로시간: 24시간)",우리만나재가복지센터,"-4등급 할머니 자매케어, 일상생활지원 근거리 거주자 희망. 
-근무시간 : 주6일, 8시~11시,  오후2시~3시30분(오후근무는 시간협의)
-채용담당자 통화후 면접진행 010-8305-9931",방문,"면접,
기타 (전화 후 면접 안내)",이력서,
재가요양보호사 채용,25/05/14 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 12,700원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 양주시 남면 화합로610번길 90-18, 상수2리 마을회관 근처","(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",싱글벙글방문요양센터,"[재가 요양보호사 구인]
-5등급 할머니(독거)
  처음등급 받으심, 건강양호
  -식사, 청소 및 말벗, 산책위주의 케어 
- 주5일/월~금  09:00~12:00/ 시급 12,700원(수당포함)","방문,
기타 (전화지원(핸드폰 연락))","면접,
기타 (요양보호사 자격증 사본)",이력서,
[ 양주시 장흥면 ] 아파트 청소원 구인 _ 5블럭,25/05/14 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",경력 (최소 0년 1 개월 이상) 우대,기간의 정함이 있는 근로계약,월급 156만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 양주시 장흥면 권율로49번길 139, 2단지 (장흥역 경남아너스빌 북한산뷰 5블럭)","(근무시간) (오전) 9시 00분 ~ (오후) 4시 00분
주 소정근로시간
툴팁
: 28시간","주 5일 근무
(주 소정근로시간: 28시간)",주식회사세원건물관리,"○ 아파트 내부 미화
○ 월 급여 : 1,569,700원
○ 근무시간 : 주 5일 / (월~금요일) 09:00~16:00
○ 근무지 : 양주시 권율로49번길 139 ( 장흥면, 장흥역 경남아너스빌 북한산뷰2단지)",방문,서류,이력서,
우방목련 3등급 할머님케어,25/05/14 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","고용보험
산재보험",퇴직금,"경기도 군포시 고산로643번길 9, . (산본동, 우방목련아파트)[재택근무 가능]","※ 상세 근무시간
주2회(수,금)오후5시30분~오후8시30분
주 소정근로시간
툴팁
: 6시간","주 2일 근무
(주 소정근로시간: 6시간)",가나주야간보호센터,"- 4등급 할머니 일상생활지원/아들동거/주간보호센터다님/주1회목욕
 -주2회(수,금)오후5시30분~오후8시30분
-시급10030원+주수당포함13000원","방문,
기타 (지원 문의 010-9362-5540)",면접,"기타(요양보호사 자격증, 건강검진 확인서)",
[ 양주시 장흥면 ] 아파트 청소원 구인 _ 4블럭,25/05/14 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,월급 156만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 양주시 장흥면 권율로49번길 140, 1단지 (장흥역 경남아너스빌 북한산뷰 4블럭)","(근무시간) (오전) 9시 00분 ~ (오후) 4시 00분
주 소정근로시간
툴팁
: 28시간","주 5일 근무
(주 소정근로시간: 28시간)",주식회사세원건물관리,"○ 아파트 내부 미화
○ 월 급여 : 1,569,700원
○ 근무시간 : 주 5일 / (월~금요일) 09:00~16:00
○ 근무지 : 양주시 권율로49번길 140 ( 장흥면, 장흥역 경남아너스빌 북한산뷰1단지)",방문,서류,이력서,
[풍산동]스마트 밸리 경비원 구인-복지카드 필수,"25/05/14 등록
25/07/11 마감",25/07/11 마감,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",관계없음,기간의 정함이 있는 근로계약,월급 243만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직금,경기도 하남시 미사강변서로 16 (풍산동),"※ 상세 근무시간
격일 07시 교대   (휴게 : 주간 3시간/ 야간 7시간)
주 소정근로시간
툴팁
: 40시간","주 4일 근무
(주 소정근로시간: 40시간)",주식회사 우창개발,"[풍산동]스마트 밸리 경비원 구인-복지카드 필수
- 경비신임 교육 필수
- 격일 07시 교대   (휴게 : 10시간)
- 급여 : 2,433,430 원
* 지원문의 : 010-3365-9565",Not found,Not found,Not found,
구운동 재가요양보호사 채용,25/05/14 등록,채용시까지,요양보호사,경력 (최소 0년 1 개월 이상) 우대,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 수원시 권선구 금호로195번길 5-5, . (구운동)","(근무시간) (오후) 1시 00분 ~ (오후) 4시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",한울재가복지센터,"* 구운동 4등급 어머님
- 신체활동지원 식사지원, 정서지원등
- 근무시간:주6일 13:00-16:00
- 급여 : 시급+주휴수당+연차수당+기타수당=총 12,700원
- 문의: 010-9887-2118

* 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금,근무(예정)지 등에 차이가 있을 수 있음","방문,
기타 (전화 후 지원 : (010-9887-2118))",면접,기타(자격증),
[다산동] 플루리움3단지 / 4등급 어르신 주5일 오후 재가요양보호사 구인,"25/05/14 등록
25/05/28 마감",25/05/28 마감,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 남양주시 도농로 34, 3단지 (다산동, 플루리움)","(근무시간) (오후) 2시 00분 ~ (오후) 5시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",구리참사랑노인복지센터,"- 다산동 다산플루리움3단지 4등급 할머니 케어
- 식사도움등 일상생활지원
- 주5일 / 14:00-17:00
- 시급 12,614원 (10,030원+기타 수당 포함)
- 건강검진서류 필수
- 문의 (010)-4188-4657","방문,
기타 (전화후방문)","서류,면접,
기타 (건강검진필수)","이력서,기타 (요양보호사 자격증)",
[율전동] 아파트 실내 미화원 채용,"25/05/14 등록
25/05/28 마감",25/05/28 마감,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,월급 156만원 ~ 156만원,"국민연금
고용보험
산재보험
건강보험",해당없음,"경기도 수원시 장안구 화산로 263, 율전신일아파트 (율전동, 신일아파트)","※ 상세 근무시간
월-금 : 09:00~16:00 (휴게시간 12:00~13:30)
토요일: 09:00~12:00
휴게시간( (오후) 12시00분~(오후) 01시30분)
주 소정근로시간
툴팁
: 29시간","주 6일 근무
(주 소정근로시간: 29시간)",주식회사다굼,"[율전신일] 아파트 실내 미화원 채용

월-금 : 09:00~16:00 (휴게시간 12:00~13:30)
토요일: 09:00~12:00",기타(담당자 연락 010-4269-7747),"서류,면접",이력서,
청소원모집,25/05/14 등록,채용시까지,환경 미화원,관계없음,기간의 정함이 있는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 부천시 원미구 부천로 319, 우승환경 (도당동)","※ 상세 근무시간
* 송내 골목청소 
- 주6일 근무시간 9-11시(주13시간)

*가로청소 
-주6일 근무시간 7-17시 

주 소정근로시간
툴팁
: 13시간","주 6일 근무
(주 소정근로시간: 13시간)",우승환경（주）,"* 송내 골목청소 1명
- 주6일 근무시간 9-11시(주13시간)
- 시급 : 10030원 

*가로청소 1명 
-주6일 근무시간 7-17시 
- 월급 : 280만","방문,
기타 (기타사항 전화문의 010-8953-8470)",서류,이력서,
기흥역 수원cc 주방 (세척원)모집,25/05/14 등록,채용시까지,주방 보조원(일반 음식점),관계없음,기간의 정함이 있는 근로계약,월급 250만원 ~ 250만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 용인시 기흥구 중부대로 495-1, 00 (구갈동)","근무시간 협의가능
※ 상세 근무시간
스케즐근무(조출있음)/주5일근무/조출4시30분 일주일에 한번정도
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)",(주)삼흥,"- 기흥역수원CC -티하우스 세척원 
-근무시간:스케즐근무(조출있음)/주5일근무/(주말근무가능한자)
-월급:250만원
*국경일 근무시 별도수당 있음
*식사제공. 

-문의:031-6193-6097 기흥구청일자리상담사
* 근로시간 및 급여등 근로조건은 면접시 재확인 바랍니다.",기타(기흥구청일자리상담사031-6193-6097),"서류,면접",이력서,
[성석동] 청운실버요양원 요양보호사 모집,25/05/14 등록,채용시까지,요양보호사(노인요양사),관계없음,기간의 정함이 있는 근로계약,월급 224만원 이상,"국민연금
산재보험
건강보험",퇴직금,경기도 고양시 일산동구 성현로138번길 99-9 (성석동),"(근무시간) (오전) 8시 30분 ~ (오후) 5시 30분
휴게시간( (오후) 12시30분~(오후) 01시30분)
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)",청운실버요양원,"[성석동] 청운실버요양원 요양보호사 모집
/ 요양원 입소 어르신 돌봄 제공
/ 주5일 근무, 08;30~17:30, (휴게시간) 12:30~13:30
/ 급여: 월 224만원
/ 통근버스 운영: 일산역, 일산복음병원 앞
/ 채용후 4대 사회보험 가입
/ 지원방법: 채용담당자 통화 후 면접","방문,
기타 (채용담당자 통화 후 방문)",기타(채용담당자 통화 후 방문),이력서,
어린이집-조리사채용,"25/05/14 등록
25/06/10 마감",25/06/10 마감,기타 조리사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),월급 80만원 ~ 83만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 안산시 단원구 와동로3길 24, 103호","근무시간 협의가능
(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",지혜샘어린이집,"어린이집 조리업무(영아식단외)


* 채용예정일: 2025년 7월","워크넷
고용24 입사지원","서류,면접","이력서,기타 (건강검진확인서  보건증)",
[일직동]공작기계회관 경비원 채용,25/05/14 등록,채용시까지,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",경력 (최소 1년 0 개월 이상) 필수,기간의 정함이 있는 근로계약,월급 231만원 ~ 231만원,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 광명시 일직로12번길 11, 공작기계회관(사옥) (일직동)","※ 상세 근무시간
* 근무시간 : 07:00~다음날 07:00(격일제)
주 소정근로시간
툴팁
: 32시간","주 4일 근무
(주 소정근로시간: 32시간)",(주)아크로비엠에스,"* 건묽관리 및 경비업무
* 근무시간 : 07:00~익일 07:00(격일근무)/ 휴게시간 : 주간4.5/야간6시간
* 급여 : 월 2,316,000원
* 출근일 : 즉시출근자 희망
* 근무예정지: 공작기계회관 관리실
* 경비교육 이수증 필수","팩스,워크넷,
이메일 (개인회원 로그인 후 조회가능) 기본 이력서 이메일 보내기
고용24 입사지원","서류,면접",이력서,
[영통동] 영통에듀파크 아파트 외곽미화원 모집,25/05/14 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,월급 156만원 ~ 156만원,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 수원시 영통구 영통동 청명로 132, 영통에듀파크 (영통동, 영통에듀파크)","※ 상세 근무시간
(월,수,목,금) 8시~15시 / (화요일) 6시~13시 휴게1시간
휴게시간( (오후) 12시00분~(오후) 01시00분)
주 소정근로시간
툴팁
: 29시간","주 5일 근무
(주 소정근로시간: 29시간)",(주）경기그린환경,"[[ 영통에듀파크아파트 외곽미화원(1명) 모집 ]]

- 근무 : (월,수,목,금) 8시~15시 / (화요일) 6시~13시 휴게1시간
- 급여 :  월 1,569,000원
- 담당자 : 010-5449-4182 또는 010-2983-8982",방문,면접,이력서,
(채용대행) 요양보호사 구인,25/05/14 등록,채용시까지,요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 안양시 동안구 갈산로 15, . (호계동, 평촌센텀퍼스트)","(근무시간) (오전) 8시 30분 ~ (오전) 11시 30분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",(A)+큰사랑재가노인복지센터,"호계종합시장 인근 
4등급 할머니 주5일 8시반~11시반
일상적인 요양보호사 업무 (반찬 잘하시는 분 우대)

** 적합자만 알선 희망하심 (업무에 지장이 있어요)","방문,
기타 (전화 후 면접)",면접,"이력서,기타 (자격증 사본)",
초이동 5등급 할머님 재가요양보호사 구인,"25/05/14 등록
25/07/13 마감",25/07/13 마감,재가 요양보호사,신입,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,경기도 하남시 감초로 205-14 (초이동),"(근무시간) (오전) 8시 00분 ~ (오전) 11시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",이레재가노인복지센터,"* 초이동 5등급 할머님 재가요양보호사 구인
- 인지자극 활동과 일상생활 함께하기
- 근무시간: 08시~11시 (주5일) 
- 시급 13,200원 (시급10,030원+기타수당)
- 치매교육이수증 및 차량소지자로 자차 이동 하실 분
- 문의 및 지원 010-4475-7442","방문,
기타 (전화 지원 010-4475-7442)",면접,이력서,
[주교동] 원주추옥 주방보조원(세척) 모집,25/05/14 등록,채용시까지,주방 보조원(일반 음식점),관계없음,기간의 정함이 없는 근로계약(시간(선택)제),월급 140만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 고양시 덕양구 원당로33번길 58, 원주추옥 (주교동)","근무시간 협의가능
(근무시간) (오전) 9시 30분 ~ (오후) 3시 00분
휴게시간( (오전) 10시30분~(오전) 11시00분)
주 소정근로시간
툴팁
: 25시간","주 5일 근무
(주 소정근로시간: 25시간)",원주추옥,"[주교동] 원주추옥 주방보조원(세척)모집
/ 일반음식점 식기 세척
/ 주5일(월~금) 근무, 09:30~15:00, (휴게시간: 09:30~15:00)
/ 식사 제공(2식)
/ 급여: 월 1,400,000원
/ 채용담당자 통화 후 면접",기타(채용담당자 통화 후 면접),"면접,
기타 (채용담당자 통화 후 면접)","이력서,기타 (/ 면접시 이력서, 신분증 지참, 채용 후 주민등록등본 제출)",
[덕이동] 재가요양보호사 모집,25/05/13 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 고양시 일산서구 하이파크로 113, . (덕이동, 하이파크시티일산아이파크1단지)","※ 상세 근무시간
09:00~12:00 (주3일_월,수,금)
주 소정근로시간
툴팁
: 9시간","주 3일 근무
(주 소정근로시간: 9시간)",소망재가복지센터,"[덕이동] 4등급 여자어르신 재가 요양보호

- 개인위생관리, 가사도움, 산책도움(지팡이), 실내 보행 간신히 하시지만운동하시게끔 도와드릴 분 원하심
- 근무시간 : 09:00~12:00 (주3일_월,수,금)
- 시급:10,030원(주휴수당, 연차수당 등은 별도 추가지급, 수당등 포함시 12,700원)
- 문의 : 010-9800-5726","방문,
기타 (전화문의 010-9800-5726)","서류,면접",기타(요양보호사 자격증),
[성석동] 재가요양보호사 채용,25/05/13 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","고용보험
산재보험",퇴직금,"경기도 고양시 일산동구 진밭로70번길 48-73, 1호 (성석동불가마 건너편) (성석동)","(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 9시간","주 3일 근무
(주 소정근로시간: 9시간)",늘함께하는방문요양센터,"성석동 4등급 여자어르신 재가요양보호
/ 어르신케어및 말벗 격려(자차있으신분,  근거리 계신분)
/ 주3일, 09:00~12:00 
/ 시급: 10,030원(기본시급+연차수당, 주휴수당 등 제수당 포함 13,000원 지급)

**실제 서비스제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주소정근로시간이나 임금, 근무(예정)지에 등에 따라 차이가 있을수 있음",기타(전화상담후 면접),면접,기타(채용시 자격증 및 기타서류),
요양보호사 모집,25/05/13 등록,채용시까지,요양보호사,관계없음,기간의 정함이 없는 근로계약,"시급 10,030원 ~ 12,700원","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 과천시 별양로 11, 00 (원문동, 과천 위버필드)","근무시간 협의가능
(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분",주 5일 근무,나눔,"대상자: 85세 3등급 할머니
케어내용: 주변정리.식사도움.실내이동시 필요
시간: 월~금09:00-12:00
시급: 제수당포함 12,700원
조용한분 선호

※ 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음",기타(채용담당자 전화통화 후 면접 진행),면접,기타(요양보호사 자격증 사본),
재가요양보호사 모집,"25/05/13 등록
25/05/27 마감",25/05/27 마감,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 남양주시 진접읍 내각1로99번길 34-1, . (진접한신아파트)","(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",에이원노인복지센터,"*3등급 할머니케어
-차량소지자 희망
-가사지원, 식사도움, 외출동행
-주5일/9:00~12:00
-시급 12700원(10030원+기타수당 포함)","방문,
기타 (전화상담후 방문 010-7581-8272)","서류,면접","이력서,기타 (요양보호사 자격증)",
오피스텔 시설 주임 모집,25/05/13 등록,채용시까지,건축설비 기술자,관계없음,기간의 정함이 있는 근로계약,월급 230만원 ~ 230만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 수원시 권선구 금곡로197번길 18-82, . (금곡동)","※ 상세 근무시간
(격일근무) 7:00~7:00 / 휴게시간 (주간5시간,야간6시간)  
(격일근무)
주 소정근로시간
툴팁
: 40시간","주 4일 근무
(주 소정근로시간: 40시간)",바른종합관리 주식회사,"오피스텔 시설 주임 모집
▶ 건물시설 관리 등
▶ (격일근무) 7:00~7:00 / 휴게시간 (주간5시간,야간6시간)  
▶ 급여 : 월230만원
※자격증 없어도 상관없으며 자격증 보유자는 우대",Not found,Not found,Not found,
의왕 요양보호사 채용(삼동에서 6월 성균관대역으로 이사예정),25/05/13 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 의왕시 부곡시장3길 16, . (삼동, 우성2차아파트)","(근무시간) (정오) 12시 00분 ~ (오후) 3시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",푸른실버 재가노인복지센터,"- 5등급 할머님(치매교육 수료자)
- 주업무: 정소지원, 가사지원
- 시급 12700원(수당포함)
- 주5일: 정오12시~오후15시 또는 오후13시~16시 로 협의
***삼동에서 6월이후 성균대역으로 이사 예정","방문,
기타 (전화 010-7546-7972)","서류,면접","이력서,기타 (요양보호사자격증)",
【상현동】5등급 할머님 오전요양보호사 구인,"25/05/13 등록
25/07/12 마감",25/07/12 마감,재가 요양보호사,신입,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 용인시 수지구 수지로 41 (상현동, 광교 현대프레미오아파트)","(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",삼성실버케어센터,"- 5등급 할머니 케어 업무(인지치료, 일상지원등)
- 주 5일근무 09:00~12:00
- 시급 10,030+주휴수당+수당 등=12,800원


** 근로계약기간의 정함이 없는 근로자를 채용하는 것이라 하더라도 실제 서비스 제공기간에 따라 
임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.","방문,
기타 (전화 후 면접(010-9450-1222))",면접,기타(요양보호사 자격증),
재가요양보호사 채용,"25/05/13 등록
25/06/12 마감",25/06/12 마감,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 부천시 원미구 평천로861번길 26-9, . (도당동, 국제빌라)","(근무시간) (오후) 12시 30분 ~ (오후) 2시 30분
주 소정근로시간
툴팁
: 4시간","주 2일 근무
(주 소정근로시간: 4시간)",봄 앤 봄 재가노인센터,"4등급 할아버지 / 주2일 토요일 일요일  /오후 12:30~14:30분  
수당포함 시급 12,600원/신체활동,목욕, 가사,일상생활지원/반찬가능, 자차소지자우대","방문,
기타 (전화통화)","서류,면접","기타(입사시 건강검진서류, 통장사본)",
재가요양보호사 모집,"25/05/13 등록
25/07/12 마감",25/07/12 마감,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 12,700원 ~ 12,700원","고용보험
산재보험",퇴직금,"경기도 성남시 분당구 백현로 206 (정자동, 한솔마을)","(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",우리사랑재가센터,"-3등급 방문 재가요양사 

- 근무시간 : 9시~12시, 주6일

- 거동 가능, 일상생활지원

-장기요양급여: - 시급 12,700원(주휴수당 및 기타수당 포함) 

* 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음","워크넷,
기타 (전화)
고용24 입사지원",서류,"이력서,기타 (요양보호사자격증. 치매교육이수자)",
삼동 요양보호사 채용,25/05/13 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 의왕시 부곡시장2길 15, . (삼동)","(근무시간) (정오) 12시 00분 ~ (오후) 3시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",푸른실버 재가노인복지센터,"- 4등급 할머님(가사도움, 산책도움)
- 시급 12700원(수당포함)
- 주5일: 정오12시~오후15시","방문,
기타 (전화 010-7546-7972)","서류,면접","이력서,기타 (요양보호사자격증)",
[서둔동] 아파트 미화원 구인,25/05/13 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,월급 156만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 수원시 권선구 세화로154번길 7-10, . (서둔동, 수원역 한라비발디 퍼스트)","※ 상세 근무시간
(월~금요일) 09:00~15:00 / (토요일) 09:00~12:00 /
주 소정근로시간
툴팁
: 28시간","주 6일 근무
(주 소정근로시간: 28시간)",주식회사세원건물관리,"* 아파트 내부 청소
* 근무시간 : (월~금요일) 09:00~15:00 / (토요일) 09:00~12:00 /
* 월 급여 : 1,565,700원
* 근무지 : 서둔동 수원역한라비발디퍼스트",방문,서류,이력서,
[신장동] 하남샬롬요양병원 조리사 구인,25/05/13 등록,채용시까지,한식 조리사(일반 음식점),경력 (최소 2년 0 개월 이상) 우대,기간의 정함이 없는 근로계약,월급 240만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직금,경기도 하남시 신평로 77 (신장동),"※ 상세 근무시간
주5일근무/ 조식조(05:00~14:00, 휴게시간 09시~10시). 9시출근조 (09:00~18:00, 휴게시간 14시~15시) 
2조 1교대
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)",하남샬롬요양병원,"- 신장동에 위치한 하남 샬롬 요양병원 조리사 구인
- 조리기능사 자격 필수 
- 경력자 우대
- 주5일근무/ 조식조 05:00~14:00(휴게시간 09시~10시), 9시 출근조 09:00~18:00(휴게시간 14시~15시) 
- 급여 : 2,400,000원 (협의가능)

* 채용담당자 : 영양사 010-9490-8821 유선통화후 면접 진행","방문,워크넷,
기타 (채용담당자 : 영양사 010-9490-8821 유선통화 후 면접 진행)
고용24 입사지원","서류,면접","이력서,자기소개서",
[동패동] 한울마을7단지 삼부르네상스 아파트 내부미화원 구인,25/05/13 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 없는 근로계약(시간(선택)제),월급 150만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 파주시 미래로 345, * (동패동, 한울마을 7단지 삼부르네상스 아파트)","※ 상세 근무시간
월~금 9:00~16:00(휴게시간 11:30~13:00)
격주 토요일 9:00~12:00
주 소정근로시간
툴팁
: 29시간","주 6일 근무
(주 소정근로시간: 29시간)",주식회사 인하그린씨앤씨,"[동패동] 한울마을7단지 삼부르네상스 아파트 내부미화원 구인

/ 아파트 공용부 청소
/ 월~금 09:00~16:00 (휴게시간 11:30~13:00) , 토요일 격주근무 09:00~12:00 / (주6일 29시간)
/ 급여 1,504,500원
/ 복지카드 소지자 우대
/ 문의  032-574-0661",방문,면접,이력서,
의정부 낙양동 아파트 실내 미화원 구인,25/05/13 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,월급 160만원 ~ 160만원,"국민연금
고용보험
산재보험
건강보험",해당없음,"경기도 의정부시 오목로 252, .... (낙양동, 엘에이치휴스토리)","※ 상세 근무시간
월~금 08:40~15:30/ 토요 격주 09시 ~12시
(휴게시간)12:00~13:00
주 소정근로시간
툴팁
: 30시간","주 6일 근무
(주 소정근로시간: 30시간)",(주)태영,"[의정부 민락휴스토리2단지 아파트 실내 미화원 모집]
- 근무시간 : 주6일근무/  월~금 08:40~15:30/ 토요격주 09시 ~12시
- 급여 :1,606,110원
- 지원문의 : 반장님, 010-5790-9470
* 면접 희망하시는 분은 반장님과 통화 후 방문하시기 바랍니다.",방문,면접,이력서,
오전 재가요양보호사 구인,25/05/13 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 의정부시 천보로 287 (금오동, 우암센스뷰아파트)","(근무시간) (오전) 10시 00분 ~ (오후) 1시 00분
주 소정근로시간
툴팁
: 16시간","주 6일 근무
(주 소정근로시간: 16시간)",더봄방문요양센터,"▣대상자: 4등급여 어르신 / 아들거주나 케어시간 혼자계심
▣캐어내용: 일상생활지원 /주1회 목욕
▣근무형태:월24회 10:00~13:00 /뒤로 약간 시간조정 가능 
▣시급: 12700원(수당포함)",방문,"서류,면접","이력서,기타 (요양보호사 자격증)",
