Id,JobTitle,DateOfRegistration,Deadline,JobCategory,ExperienceRequired,EmploymentType,Salary,Address,Category,WorkingHours,CompanyName,JobDescription,ApplicationMethod,Document,Detail
497,[구로3동]구로삼성래미안 아파트 실내 청소원 모집,등록일 : 2025-06-23,마감일 : 2025-08-22,Not found,경력무관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",월급 146 만원 이상,서울특별시 구로구 디지털로31길,구로구,"주6일
주 27시간 근로",주식회사 우창개발,"직무내용
* 구로3동 구로삼성래미안 아파트 청소/7호선 남구로역1번출구 인근
 
구로구 구로3동 구로삼성래미안  아파트 실내 청소업무(공용부분: 계단.복도등)
- 근무시간: 09:00~15:20(월~금 5.2시간) / 토요일 09:00~12:00 (격주)
- 급여 : 1,464,380원 + 기타수당:3만원
- 복지카드 소지자 우대(필수 아님)

**현장 문의 : 유승임 미화반장(010-7101-8555)",방문,이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAH002506230002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
498,[후암동/4등급/오전] 재가요양보호사 모집,등록일 : 2025-06-23,마감일 : 2025-08-22,Not found,경력무관,재가 요양보호사,"시급 10,030 원 이상",서울특별시 용산구 두텁바위로69길,용산구,"주5일
주 15시간 근로
09:00 ~ 12:00",섬기미방문요양센터,"직무내용
[ 후암초등학교 인근 ] 4등급 할아버지 재가요양 케어

- 직무내용: 식사도움, 주변정리 등 일상생활 지원

- 장기요양급여 적용 근로시간: 1일 3시간 

- 주5일 근무 / 근무시간 : 09:00~12:00

- 시급: 12,700원 (시급 10,030원 + 주휴수당, 연차수당 기타 제수당 포함)","방문,
기타 (통화 후 면접)",기타(자격증 사본),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAV002506230001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
499,[신대방삼거리역 코스모빌딩] 빌딩 경비원 구인 //*** 채용완료 ...,등록일 : 2025-06-23,마감일 : 2025-08-22,Not found,경력,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",월급 185 만원 ~ 185 만원,서울특별시 동작구 보라매로,동작구,"주4일
주 40시간 근로",서흥환경산업(주),"직무내용
[신대방삼거리역 코스모빌딩] 빌딩 경비원 구인         *** 채용완료 출근예정임 ***

- 건물 경비업무
- 경비교육 이수자 (필수)
- 06:30~익일06:30 교대격일근무 (근무자 간 교대시간 협의가능) / 휴게시간포함
- 월 185만원 (간식비 5만원 별도)
- 이력서 지원 : 메일 , 팩스 또는 전화 후 방문
- 문의 (010 - 5451 - 2932)","방문,팩스,
이메일 (개인회원 로그인 후 조회가능),
기타 (전화문의)",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAM002506230002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
500,[송정동/4등급/할머니/13:00~16:00 주5일] 재가요양보호사...,등록일 : 2025-06-23,마감일 : 2025-08-15,Not found,경력무관,재가 요양보호사,"시급 10,030 원 이상",서울특별시 성동구 동일로43가길,성동구,"주5일
주 15시간 근로
13:00 ~ 16:00",다정재가노인복지센터,"직무내용
노인장기요양 4등급 받으신 할머니댁 방문요양서비스 제공
근무시간 : 주5일 13:00~16:00
시급 : 10,030원(주휴수당과 연차수당 별도)","방문,팩스",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAQ002506230003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
501,재가요양보호사모집 - 영등포구 당산동 현대홈타운,등록일 : 2025-06-23,마감일 : 2025-08-22,Not found,경력,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 영등포구 당산로,영등포구,주6일,에이스(Ace)재가복지센터,"직무내용
당산동2가 현대홈타운 
3등급 여자어르신케어, 어르신 시력이 약하심
식사도움,청소 부축등

12:00~15:00/주6일
시급 13,000원(주휴수당,연차수당 외 각종수당 포함)

전화문의 후 지원가능 010-2449-6431(이경희센터장)

*2호선-영등포구청역-6번 출구-도보4분","방문,
기타 (전화문의 후 지원가능 010-2449-6431(이경희센터장))","이력서,기타(요양보호사자격증)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAU002506230002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
502,상계동양 아파트 미화원 구인,등록일 : 2025-06-23,마감일 : 2025-08-19,Not found,신입,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)","시급 10,030 원 ~ 10,030 원",서울특별시 노원구 상계로5길,노원구,주6일,주식회사동아씨스템,"직무내용
* 상계동양 아파트 미화원 구인
* 근무시간: 09:00~15:00(휴게시간 11:30~13:00)/(토)09:00~12:00
* 급여: 월  1,307,720 원",방문,이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAJ002506230001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
503,[신내동/4등급아버님/오전] 재가요양보호사 구인,등록일 : 2025-06-21,마감일 : 2025-07-05,Not found,경력무관,재가 요양보호사,"시급 10,030 원 이상",서울특별시 중랑구 신내로16길,중랑구,"주5일
주 15시간 근로
09:00 ~ 12:00",희망재가노인복지센터,"직무내용
- 신내안심주택
- 4등급아버님/독거(90세)
- 주5일 9:00~12:00
- 시급 12,700(주휴수당포함)
- 거동가능하심(인근거주자환영)
- 가사지원 및 일상생활지원, 요양일상업무
- 신체활동지원없음
- 문의 070 4048 7340",방문,기타(요양보호사 자격증),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF11052506210001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
504,(서초동) 3등급 할머니/10:00~13:00/ 재가요양보호사 채용,등록일 : 2025-06-20,마감일 : 2025-08-19,Not found,신입,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 서초구 서초중앙로,서초구,"주5일
주 15시간 근로
10:00 ~ 13:00",어울림노인복지센터,"직무내용
(서초동) 3등급 여자어르신 
-10:00~13:00 (주5일)
-14,500원:[10,030원 + 추가**수당 포함]

-접수방법: 방문, 전화 (02-415-2013/ 010-4083-2025)","방문,
기타 (담당자 전화 (010-4083-2025/ 02-415-2013) 통화후 면접)",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAS002506200011&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
505,[효창동/4등급] 재가요양보호사 구인,등록일 : 2025-06-20,마감일 : 2025-08-18,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 용산구 백범로,용산구,"주5일
주 15시간 근로
09:00 ~ 12:00",국민사랑복지센터,"직무내용
[효창동]  4등급 할머니 재가요양보호

- 직무내용: 일상가사지원, 신체활동지원

- 장기요양급여 적용 근로시간: 1일 3시간 

- 주5일 근무 / 근무시간 : 09:00~12:00

- 시급: 13,000원 (시급 10,030원 + 주휴수당, 연차수당 기타 제수당 포함)","방문,
기타 (통화 후 면접)",기타(요양보호사 자격증),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAV002506200005&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
506,월계동 현대아파트 미화원구인,등록일 : 2025-06-20,마감일 : 2025-08-19,Not found,경력무관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",월급 147 만원 ~ 147 만원,서울특별시 노원구 석계로,노원구,"주6일
주 28시간 근로",(주)듀델코리아,"직무내용
[아파트 미화원] 월계동 현대아파트 미화원 구인 
    *직무내용: 아파트 미화 일반업무
    *근무시간: 월~금 (9:00~15:00), 휴게 1시간 / 토 (9:00~12:00)
    *급    여: 월 1,474,320원
    *복지카드소지자 우대

   - 담당자연락처 : 010-8553-4914


1호선-광운대역-1번 출구-도보9분","방문,
기타 (010-8553-4914 박영숙)","이력서,기타(박영숙반장 010-8553-4914)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAU002506200006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
507,(석촌동)2등급 남자어르신 재가요양보호사 채용,등록일 : 2025-06-20,마감일 : 2025-08-19,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 송파구 석촌호수로18길,송파구,"주6일
주 24시간 근로",수남플러스재가센터,"직무내용
[(석촌동) 2등급 남자 어르신]
▶병원동행 및 일상적인 생활 지원
▶주6일(월~토)1:30~5:30 
▶송파구 석촌호수로 18길

12,800원:[10,030원 + 추가**수당 포함]",방문,이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAS002506200009&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
508,[신당동] 현대아파트 미화원 구인,등록일 : 2025-06-20,마감일 : 2025-08-19,Not found,경력무관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",월급 143 만원 ~ 143 만원,서울특별시 중구 다산로36길,중구,"주6일
주 28시간 근로",주식회사이안,"직무내용
[신당동] 현대아파트 미화원 구인
 아파트 내 공용부분 청소업무, 신주있음(3,4개월에 한번 닦음)
- 주6일, 평일 09~15:30(휴게11:40-13:10) / 토요일 09~12시
- 월 1,438,209원 (면접시 이력서 지참)","방문,
기타 (전화문의 (면접시 이력서 지참))",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAY002506200002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
509,[가양동/ 4등급(할머니)/ 09:00~12:00] 재가요양보호사 ...,등록일 : 2025-06-20,마감일 : 2025-08-19,Not found,경력무관,재가 요양보호사,"시급 10,030 원 이상",서울특별시 강서구 강서로,강서구,"주5일
주 15시간 근로
09:00 ~ 12:00",효드림방문요양센터,"직무내용
▶근무지 : 강서구 강서로 532 동신아파트
▶직무내용 : 어르신케어(파킨슨)
▶근무시간 : 09:00~12:00 (주5일)
▶급여 : 시급 10,030원 + 기타 수당  

★담당자 전화: 02-717-2298 (010-9019-6290) / 통화 후 면접","방문,
기타 (담당자 전화: 02-717-2298 (010-9019-6290) / 통화 후 면접)",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAS002506200008&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
510,[관악구 신림동] 4등급할아버지 6시간 요양보호사 구인,등록일 : 2025-06-20,마감일 : 2025-08-19,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 관악구 신림로,관악구,"주6일
주 18시간 근로",선한이웃노인복지센타,"직무내용
[관악구 신림동] 4등급할아버지 6시간 요양보호사 구인

-직무내용: 일상가사지원, 신체활동지원 등
-어르신 건강상태가 나빠져서 등급변경 신청해놓고 결과 기다리는 중임 
-부부거주. 오전에 집안일 해주실 가사도우미 오심 
-근무시간: 주6일, 13:00~19:00(12:00~18:00 도 가능) 
-시급: 10,030원(주휴수당, 연차수당 포함 12,800원)
-사용자의 이용에 따라 추가 시간이 있을 수 있음 (추가 3시간은 시간당 15.000원)
-전화문의:010-5009-7667","방문,
기타 (전화문의 010-5009-7667)",기타(요양보호사 자격증),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAM002506200006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
511,[관악구 봉천동/ 3등급 할머니/ 13시~16시]요양보호사 모집,등록일 : 2025-06-20,마감일 : 2025-08-19,Not found,경력무관,재가 요양보호사,"시급 10,030 원 이상",서울특별시 관악구 보라매로,관악구,"주5일
주 15시간 근로
13:00 ~ 04:00",굿플러스방문요양센터,"직무내용
- 대 상 자  : 봉천동 보라매 삼성아파트 (신대방사거리 인근)/ 3등급 할머니(85세) 
- 직무내용 : 가사지원, 장보기
- 근무시간 : 13::00~16:00(주5일)
- 시      급 : 13,000원 (기본시급 10,030원 +기타수당 포함) 
* 지원문의 : 전화(010-8799-2124)","방문,
기타 (전화(010-8799-2124))",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAS002506200007&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
512,4등급 남자어르신 방문재가 요양보호사 모집,등록일 : 2025-06-20,마감일 : 2025-07-04,Not found,경력무관,재가 요양보호사,"시급 12,700 원 ~ 12,700 원",서울특별시 광진구 광나루로16길,광진구,"주6일
주 15시간 근로
13:00 ~ 16:00",굿피플복지센터,"직무내용
※  방문 요양보호사 ※
-광진구 광나루로
- 대  상  자 : 4등급 할아버지
- 근무 내용 :  식사도움,일상생활도움,/말벗도움
- 근       무 : 주 5일, 13:00~16:00(오후)
- 시       급 : 12,700원(기본 시급 10,030원 + 제 수당 포함)",기타(전화문의 후 방문( 02-832-9877 )),기타(요양보호사 자격증 사본),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF10952506200004&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
514,[망우역 인근/ 3등급 여자어르신/ 오후/ 주6일] 재가요양보호사 ...,등록일 : 2025-06-20,마감일 : 2025-08-19,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 중랑구 용마산로115길,중랑구,"주6일
주 18시간 근로
12:30 ~ 15:30",만복재가방문요양센터,"직무내용
- 망우동(망우역 인근) 3등급 여자어르신(82세) / 거동가능
- 일상생활지원, 정서지원, 병원동행
- 근무시간: 12:30~15:30 (조금의 시간 조정가능) / 주6일 
- 시급10,030원(주휴,연차포함 시급12,800원 지급)",방문,기타(전화 : 02-6326-0878 / 010-9026-3633),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAZ002506200002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
515,[장안동] 빌딩 내부미화원 모집,등록일 : 2025-06-20,마감일 : 2025-07-04,Not found,경력무관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)","시급 10,030 원 ~ 10,030 원",서울특별시 동대문구 사가정로,동대문구,"주6일
주 25시간 근로",(유) 원광,"직무내용
▶ 근무: 월~금  08:00~15:00, 10:00~17:00 순환근무 / 격주 토요일 08:00~15:00 (휴게시간 11:00~13:30 - 2.5h)
▶ 월급: 1,274,800원
▶ 계약기간 종료 후 계속 근무 가능
▶ 담당: 반장님010-5306-5527",기타(전화지원),이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJKN002506200012&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
516,상계주공11단지 아파트 4등급 할머니(독거) 주6일 오전재가,등록일 : 2025-06-20,마감일 : 2025-07-04,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 노원구 동일로227길,노원구,"주6일
주 18시간 근로
09:00 ~ 12:00",고운복지센터,"직무내용
상계주공11단지 아파트 4등급 독거 할머니 주6일 오전재가
직무내용 : 신체, 정서, 가사 및 일상생활지원등
근무시간 : 09:00-12:00 (주6일 근무)
시급 : 포괄시급 13,000원
문의 : 070-8820-7922",방문,"기타(자격증, 건강검진 결과표, 일반 범죄, 노인학대, 범죄경력조회서, 농협급여계좌)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAJ002506200002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
517,신대방동] 4등급 여 9~12시 주5일,등록일 : 2025-06-20,마감일 : 2025-07-04,Not found,경력무관,재가 요양보호사,"시급 10,030 원 이상",서울특별시 동작구 신대방1가길,동작구,"주5일
주 15시간 근로",소명나눔재가복지센터,"직무내용
○ 4등급 여 

○ 기본 시급 10030원 + 주휴수당 + 연차수당 + 기타수당 = 12700원

○ 내국인 채용

○ 접수마감일 - 6월 27일",방문,기타(자격증),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAI002506200003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
518,[송파구 풍납동] 5등급 할머니 오전재가요양보호사 구인 // 치매교...,등록일 : 2025-06-20,마감일 : 2025-08-19,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 송파구 바람드리9길,송파구,"주5일
주 15시간 근로",잠실방문요양센터,"직무내용
[송파구 풍납동] 5등급 할머니 오전재가요양보호사 구인 // 치매교육이수자

- 신체활동지원, 일상가사지원 등 
- 혼자 거주. 
- 주5일 09:00~12:00
- 시급 10,030원(주휴수당+연차수당 포함 12.700원)
- 문의 010-3251-9961","방문,
기타 (전화문의 010-3251-9961)","기타(자격증, 보건증)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAM002506200003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
519,[송파구-가든파이브/ 탑승식 청소차 운용 가능자 채용] 야간 청소직...,등록일 : 2025-06-20,마감일 : 2025-07-08,Not found,경력무관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",월급 210 만원 ~ 231 만원,서울특별시 송파구 충민로,송파구,"주5일
주 38시간 근로",(주)프로에스콤,"직무내용
[송파구-가든파이브/ 탑승식 청소차 운용 가능자 채용] 야간 청소직 채용


* 근무지 : 가든파이브 : 서울 송파구  충민로 66  (8호선 장지역)

** 담당업무: 청소미화, 건물외곽청소. 분리수거 등

** 자격요건:
- 동종경력자 우대,(청소 경험자)
- 인근거주자 우대
- 복지카드 소지자 우대(경증 우대)
- 야간: 탑승식 청소차 운용 가능자. 경험자. 


** 조출 A조 : 주 5일 (주 2회 휴무.-> 금/토 고정 휴무 ) 07:00-16:00 근무(휴게 1.5시간). / 월 210 만원
** 조출 B조 : 주 5일 (주 2회 휴무.-> 일/월 고정 휴무 ) 07:00-16:00 근무(휴게 1.5시간). / 월 210 만원

** 후출 A조 : 주 5일 (주 2회 휴무.-> 금/토 고정 휴무 ) 12:00-21:00 근무(휴게 1.5시간). / 월 210 만원
** 후출 B조 : 주 5일 (주 2회 휴무.-> 일/월 고정 휴무 ) 12:00-21:00 근무(휴게 1.5시간). / 월 210 만원


** 야간고정 : 주 5일 (주 2회 휴무-스케쥴 ) 22:00-07:00 근무(휴게 3시간). / 월 231 만원


* 복리후생 : 4대 보험, 퇴직금, 명절선물, 건강검진, 우수사원 표창, 경조휴가 등

접수 : 워크넷 또는 이메일 recruit2@proscom.co.kr (근무조 표기)","워크넷,
이메일 (개인회원 로그인 후 조회가능),
기타 (이메일(recruit2@proscom.co.kr) 또는 워크넷 또는 핸드폰으로 사진찍어 이력서 보내주세요  소장님 직통 접수 : 010-6754-5418   (가든파이브 청소 야간-이름 표기))",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAS002506200004&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
520,아파트청소원 모집,등록일 : 2025-06-20,마감일 : 2025-08-19,Not found,경력무관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)","시급 10,030 원 ~ 10,030 원",서울특별시 강동구 동남로73길,강동구,주3일,명일진로아파트,"직무내용
-근무지: 동남로73길 26
-조   건: 08:00-11:00(주3일)
-월급여: 월392,000원
-지원방법: 전화 문의(02-481-7673) 이력서 팩스지원(02-481-7677)",팩스,이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAC002506200006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
521,[묵동 신내4단지 3등급 여자어르신 오전 주6일] 재가요양보호사 모...,등록일 : 2025-06-20,마감일 : 2025-08-19,Not found,경력무관,요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 중랑구 숙선옹주로,중랑구,"주6일
주 18시간 근로
09:00 ~ 12:00",유린원광방문요양센터,"직무내용
[묵동 신내4단지 3등급 여자어르신 오전 주6일] 재가요양보호사 모집
- 84세 여자어르신
- 식사준비도움, 청소, 실내걷기, 족욕, 기저귀케어, 목욕(주1회)
- 09:00~12:00/주6일(월~토) 
- 시급 10,080원(연차수당 등 포함 12,800원+유급휴일수당 지급)","방문,
기타 (전화 : 채용담당자 진수옥 02-433-5673)",기타(자격증 사본),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAZ002506200001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
522,[이촌동]엘지한강자이 외곽청소원 채용,등록일 : 2025-06-20,마감일 : 2025-07-04,Not found,경력무관,건물 청소원,월급 185 만원 ~ 185 만원,서울특별시 용산구 이촌로64길,용산구,"주6일
주 33시간 근로",(유) 원광,"직무내용
▣ 주6일 근무: (월~금)09:00~16:00(휴게시간 12시~13시) (토) 09:00~12:00
▣ 급여 : 1,850,085원
□ 담당 미화반장: 010-2314-8803
**: 4호선, 경의중앙선 이촌역 4번출구 500m**","방문,
기타 (전화지원 후 방문)",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJKN002506200006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
523,(약수동/3등급할아버지)재가요양보호사 모집,등록일 : 2025-06-20,마감일 : 2025-08-19,Not found,신입,요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 중구 동호로17나길,중구,"주6일
주 18시간 근로
09:00 ~ 12:00",섬김노인요양센타,"직무내용
-근무지: 동호로17나길(면접사 상세고지예정임)
-대상자: 3등급할아버지(0900-1200,주6일)
-급   여: 10,030원(기타, 연차 및 주휴수당 포함시 12,700원, 24시간 비급여 협의 )
-조   건: 가사 및 일상생활지원
-담당자: 010-3725-8410","방문,팩스",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAC002506200005&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
524,[목동] 4등급 할아버지 / 16:00~19:00 / 요양보호사 구...,등록일 : 2025-06-20,마감일 : 2025-07-04,Not found,경력무관,재가 요양보호사,"시급 10,030 원 이상",서울특별시 양천구 목동서로,양천구,"주5일
주 15시간 근로
16:00 ~ 19:00",가족사랑재가요양센터,"직무내용
* 말벗, 청소 및 정리정돈 식사준비 등 
* 주5일, 16:00~19:00
* 시급 12,800원(시급+기타 수당포함)
* 채용담당자 통화 후 면접: 010-7129-7776","방문,
기타 (전화 후 방문)","이력서,기타(자격증사본)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAT002506200001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
525,(길동/3등급할머니/오전3시간) 재가요양보호사 모집,등록일 : 2025-06-20,마감일 : 2025-08-19,Not found,경력무관,요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 강동구 양재대로112길,강동구,"주5일
주 15시간 근로
09:00 ~ 12:00",행복한노인복지센터,"직무내용
-근무지: 양재대로112길77
-대상자: 3등급할머니(0900-1200,주5일)
-시   급: 10,030원(기타, 연차 및 주휴수당 포함시 12,700원
-업   무: 가사및 기타 일상생활지원
-담당자: 031-566-8779 / 010-5879-8779
-지원나이 확인후 알선해주세요","방문,팩스",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAC002506200003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
526,[후암동/4등급] 재가요양보호사 구인,등록일 : 2025-06-20,마감일 : 2025-08-19,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 용산구 두텁바위로38길,용산구,"주5일
09:00 ~ 12:00",섬기미방문요양센터,"직무내용
[ 후암동 ] 4등급할머니 재가요양보호

- 직무내용: 일상가사지원, 신체활동지원, 식사도움, 병원동행 등 

- 장기요양급여 적용 근로시간: 1일 3시간

- 근무시간: 09:00~12:00  

- 주5일 근무

- 시급: 12,700원 (시급 10,030원 + 주휴수당, 연차수당 기타 제수당 포함)","방문,
기타 (통화 후 면접)",기타(자격증 사본),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAV002506200001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
527,[군자동/3등급/여자/오전.오후] 재가 요양보호사 채용,등록일 : 2025-06-19,마감일 : 2025-08-18,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 광진구 능동로31길,광진구,"주3일
주 15시간 근로
09:00 ~ 14:00",효나눔방문요양센터,"직무내용
* 3등급 여자어르신(54년생:투석환자) 케어/거동불편/배우자와 거주
* 투석병원 이동시(도보10분) 부축 동행 및 귀가 도움
* 점심식사 준비/청소, 세탁 등 일상생활지원
* 주3일(화,목,토요일)/5시간 근무

* 시급: 12,700원(기본:10,030원+주휴수당+연차수당 포함) 지급","방문,
기타 (전화면접)",기타(자격증사본),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAG002506190009&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
528,[잠원동/4등급] 재가요양보호사 구인,등록일 : 2025-06-19,마감일 : 2025-08-18,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 서초구 나루터로4길,서초구,"주5일
주 15시간 근로",지원노인복지센터,"직무내용
[ 잠원동 ] 4등급 할아버지 재가요양

- 직무 : 식사제공, 청소, 주변정리정돈, 부축도움 일상생활 지원등

- 장기요양급여 적용 근로시간: 1일 3시간

- 근무시간: 월~금 13:00~16:00 / 주5일 근무

- 시급: 13,000원 (시급 10,030원 + 주휴수당, 연차수당 기타 제수당 포함)","방문,
기타 (통화 후 면접)",기타(자격증 사본),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAV002506190003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
529,[숙대입구역/청파동2가/삼일교회 C관 인근] 재가요양보호사 구인,등록일 : 2025-06-19,마감일 : 2025-08-18,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 용산구 청파동2가,용산구,"주5일
주 15시간 근로
09:00 ~ 12:00",국민사랑복지센터,"직무내용
[숙대입구역/청파동2가/삼일교회 C관 인근]  4등급 할머니 재가요양보호

- 직무내용: 일상가사지원, 신체활동지원

- 장기요양급여 적용 근로시간: 1일 3시간 

- 주5일 근무 / 근무시간 : 09:00~12:00

- 시급: 13,000원 (시급 10,030원 + 주휴수당, 연차수당 기타 제수당 포함)","방문,
기타 (통화 후 면접)",기타(요양보호사 자격증),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAV002506190002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
530,[회현동1가/ 3등급/ 할머니 ] 재가요양보호사 채용,등록일 : 2025-06-19,마감일 : 2025-08-18,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 중구 회현동1가,중구,"주6일
주 18시간 근로
09:00 ~ 12:00",새생명재가노인복지센터,"직무내용
- 회현동 롯데캐슬아이리스 3등급 할머니 재가요양

- 주6일 / 09시~12:00 / *긴시간 협의 가능

- 보행기 이용 부축시 거동 가능, 치매증세 약간 있음

- 3등급 대상자 대상 일반적인 재가요양사 업무","방문,
기타 (전화 상담)",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAX002506190004&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
