Id,Title,DateOfRegistration,Deadline,JobCategory,ExperienceRequired,EmploymentType,Salary,SocialEnsurance,RetirementBenefit,Address,Category,WorkingHours,WorkingType,CompanyName,JobDescription,ApplicationMethod,ApplicationType,Document,Detail,Post
182,"재가요양보호사 모집- 독산동, 5등급, 남, 오전",25/05/19 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 금천구 시흥대로152길 25, . (독산동, 신도브래뉴아파트)",금천구,"(근무시간) (오전) 9시 30분 ~ (오후) 12시 30분
주 소정근로시간
툴팁
: 15시간","주 3일 근무
(주 소정근로시간: 15시간)",한결방문요양센터,"- 독산동, 5등급, 남  
- 가사 및 일상생활 지원
- 치매교육이수자  필수 
- 09:30-12:30시, 주3일
- 추후 주5일 근무 전환 가능
- 시급  10,030원(기타 수당 포함 12,700원)",방문,"서류,면접","기타(요양보호사자격증,  치매교육이수증)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAI002505190005&rtnTarget=list4,
183,[선릉역인근] 재가요양보호사 모집,25/05/19 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 있는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 강남구 선릉로 524, 삼성동 선릉대림아크로텔 (삼성동)",강남구,"(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",양천재가복지센터,"강남구 삼성동 선릉대림아크로텔내

- 대상자: 4등급 할머니  85  세 / 독거  재가요양사 모집 공고
- 직무내용: 가사 및 일상생활 지원
- 근로시간 : 09시~12시/주5일
- 급여: 시급10,030원[기타수당포함 14,000원]","방문,
기타 (유선전화)",면접,"기타(요양보호사 자격증 사본, 건강검진 결과지)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAH002505190024&rtnTarget=list5,
184,[이촌동]LG한강자이 아파트 보안대원 채용,"25/05/19 등록
25/06/02 마감",25/06/02 마감,건물 관리원,관계없음,기간의 정함이 있는 근로계약,월급 294만원 ~ 294만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 용산구 이촌로64길 15, . (이촌동, 엘지한강자이아파트)",용산구,"(근무시간) (오전) 8시 00분 ~ (오전) 8시 00분
주 소정근로시간
툴팁
: 40시간","주 4일 근무
(주 소정근로시간: 40시간)",(유) 원광,"▶LG한강자이 아파트 보안 업무
- 경비신임교육이수증 (필수)
- 급여: 2,941,460원
- 격일근무: 08:00~익일 08:00 (휴게시간 주간 3.5시간, 야간 3.5시간)
- 문의: 경비대장 010-4755-1661",Not found,Not found,Not found,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKN002505190020&rtnTarget=list8,
185,재가요양보호사 모집 - 4등급 / 여자어르신 / 당산동,25/05/19 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약,"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,서울특별시 영등포구 당산동1가 영신로41길 1 (당산동1가),영등포구,"※ 상세 근무시간
 09:00~12:00 / 주6일",주 6일 근무,서울재가복지센터,"[재가요양보호사 모집]

직무: 4등급 여자어르신 돌봄 - 90대 어르신, 부부거주 

근무시간: 09:00~12:00 / 주6일

시급: 12,800원 (연차수당, 주휴수당, 기타수당 등 포함)

* 전화지원 (010-3530-4706 장외남센터장)",기타(전화지원 010-3530-4706 (장외남센터장)),"서류,면접",기타(요양보호사자격증 사본),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAU002505190014&rtnTarget=list9,
186,"방화2단지]4등급,08:30~11:30 주6일,요양보호사 구인",25/05/19 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 강서구 방화대로48길 40 (방화동, 방화2단지아파트)",강서구,"(근무시간) (오전) 8시 30분 ~ (오전) 11시 30분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",행복재가노인복지센터,"- 방화2단지, 65년생 4등급 어르신
- 직무 내용 : 가사활동지원, 일상생활지원
- 근무시간 08:30~11:30, 주5일
- 시급 13,000원(기본 시급 10,030원 + 기타 수당 포함)
- 문의 02-403-1203","방문,
기타 (전화통화(010-9395-8274))",면접,기타(요양보호사 자격증),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAE002505190012&rtnTarget=list10,
187,이수역 인근 노리학교 청소,25/05/19 등록,채용시까지,건물 청소원,관계없음,기간의 정함이 있는 근로계약,"시급 10,030원 ~ 10,030원","고용보험
산재보험",해당없음,서울특별시 서초구 방배천로24길 8 (방배동),서초구,"※ 상세 근무시간
07:00~09:00(2시간) 주6일(월~토)",주 6일 근무,(주)고도시스템,"이수역 인근 노리학교 청소(주6일, 하루2시간, 650,000원)
주6일(월~토)
근무시간: 07:00~09:00(2시간)
             
근무지: 서울 서초구 방배천로 24길 8
급여: 650,000원","워크넷
고용24 입사지원","서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10082505190003&rtnTarget=list2,
188,[진관동] 은평뉴타운 상림마을 8단지 재가요양보호사 모집,25/05/19 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 은평구 진관4로 37, . (진관동, 은평뉴타운상림마을)",은평구,"(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",행복드림방문요양센터,"[진관동] 은평뉴타운 상림마을 8단지 3등급 여자어르신
/ 식사, 청소, 말벗, 일상생활케어
/ 주5일, 09:00~12:00
/ 시급: 10,030원 (기본 시급(10,030)+ 주휴수당 및 기타수당 포함하여 12,700원 지급)
/ 채용담당자 통화 후 면접

*실제서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자 마다 주 소정 근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음*",기타(채용담당자 통화 후 면접 ),면접,기타(요양보호사 자격증(사본)),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKC002505190023&rtnTarget=list3,
189,3등급여자어르신/오후 재가요양보호사 구인신청(오후4시부터7시)/약수역부근 거주하심,"25/05/19 등록
25/07/18 마감",25/07/18 마감,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 중구 동호로15길 91-8, 신당동 (신당동, 태원팰리스 5차 아파트)",중구,"근무시간 협의가능
※ 상세 근무시간
주 5일, 1600~19:00
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",마음애방문요양센터,"3등급여자어르신/오후 재가요양보호사 구인신청(오후4시부터7시)/약수역부근 거주하심
- 주 5일, 1600~19:00
- 시급 13,500원(주휴수당, 연차수당 포함)","방문,
기타 (010-8897-2795)",면접,"이력서,기타 (요양보호사자격증 사본, 건강검진결과 통보서)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAY002505190004&rtnTarget=list5,
190,프라임유치원 급식 조리사 채용,25/05/19 등록,채용시까지,유치원·어린이집 급식 조리사,경력 (최소 1년 0 개월 이상) 필수,기간의 정함이 없는 근로계약(시간(선택)제),월급 180만원 ~ 180만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 광진구 광나루로56길 5 5, 프라임유치원 (구의동)",광진구,"(근무시간) (오전) 9시 00분 ~ (오후) 4시 00분
주 소정근로시간
툴팁
: 33시간","주 5일 근무
(주 소정근로시간: 33시간)",프라임유치원,"* 프라임유치원(원아170명 + 직원26명) 급.간식 준비 및 재료 전처리 등 전담조리
* 경력1년 필수 및 한식조리기능사 자격증 우대
- 근무인원: 조리장1명 + 조리원 2명
* 바로 출근가능자","방문,팩스,
이메일 (개인회원 로그인 후 조회가능) 기본 이력서 이메일 보내기","서류,면접","이력서,자기소개서",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAG002505190012&rtnTarget=list6,
191,[방배아크로리버] 경비원 모집,25/05/19 등록,채용시까지,건물 관리원,관계없음,기간의 정함이 있는 근로계약,월급 254만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 서초구 방배중앙로 207 -10 207, 방배아크로리버 (방배동)",서초구,"※ 상세 근무시간
07:00~익일07:00 / 격일근무

주 소정근로시간
툴팁
: 40시간","주 4일 근무
(주 소정근로시간: 40시간)",방배아크로리버 입주자대표회의,"- 방배아크로리버 경비원
- 아파트 보안 및 경비업무 
- 근무시간 : 07:00~익일07:00 /격일근무
- 휴게시간 : 휴게10시간 (주간6시간,. 야간4시간)
- 급여 : 월254만원",Not found,Not found,Not found,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAP002505190011&rtnTarget=list7,
192,재가요양보호사 구합니다,"25/05/19 등록
25/06/18 마감",25/06/18 마감,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약,"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 구로구 구로동로15길 5-9, 상세주소미기재 (구로동, 우진빌라)",구로구,(근무시간) (오전) 8시 30분 ~ (오후) 1시 30분,주 6일 근무,대한노인복지센터,"-3등급 할머니, 거동불편
-기저귀 케어 있음
-가사지원과 일상생활지원
-오전 8시 30분~오후 1시 30 주 6일",방문,면접,"이력서,기타 (요양보호사 자격증, 2021년 건강검진 결과표)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJ21002505190020&rtnTarget=list2,
193,[중화역인근] 장애인 활동지원사 모집,25/05/19 등록,채용시까지,장애인 생활지도원(장애인활동보조원 포함),관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 중랑구 동일로129길 35, 중화역인근 (중화동, 태능에셈빌)",중랑구,"※ 상세 근무시간
07:00~09:00(출근지원), 12:00~17:00(휴게시간: 15:00~15:30), 주6일
휴게시간( (오후) 12시00분~(오후) 01시00분)
주 소정근로시간
툴팁
: 39시간","주 6일 근무
(주 소정근로시간: 39시간)",한사랑노인복지센터,"- 중화역인근 장애인 활동지원
 - 사회활동 및 신체활동 지원
 - 장애인활동지원사 자격증 필수
 - 근무시간 :  07:00~09:00(출근지원), 12:00~17:00(휴게시간: 15:00~15:30), 주6일
 - 시급: 10,030원 (주휴수당+연차수당 포함 12,800원)
 - 지원방법 : 채용담당자 전화 후 방문 지원(02-2214-1004, 010-8954-1440), FAX 지원(02-2215-1313)","방문,팩스,
기타 (채용담당자 전화 후 방문)",면접,기타(활동지원사),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAZ002505190006&rtnTarget=list3,
194,[서초2동] 재가요양보호사 모집,25/05/19 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 서초구 강남대로55길 24, 서초2동 풍림아이원매직 (서초동)",서초구,"(근무시간) (오전) 11시 30분 ~ (오후) 2시 30분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",에녹요양협동조합,"서초2동 풍림아이원매직아파트내( 강남역인근)

-대상자: 4등급 할머니 85  세 재가 요양사 모집
-직무내용: 청소, 주변정돈, 식사지원,정서지원등
- 근로시간: 11:30~14:30/주6일
- 급여:  시급10,030원[기타수당 포함시 12,700원]","방문,
기타 (전화 010-8827-2592)","서류,면접","이력서,기타 (자격증)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAH002505190015&rtnTarget=list4,
195,아파트 조경작업원 구인,25/05/19 등록,채용시까지,조경 식재원,관계없음,기간의 정함이 있는 근로계약,월급 250만원 ~ 250만원,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 강남구 압구정로39길 58, 현대아파트 (압구정동, 현대아파트)",강남구,"(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)",(주)태영,"-아파트 조경작업 (압구정 현대아파트 상주 근무)
-조경업무 경력자 우대 
-09:00~18:00 /  주5일 근무 (토,일 휴무)
-월250만원  -운전면허 1종 소지자  / 운전가능자 
-메일로 접수가능  (ty8922@hanmail.net)",이메일(개인회원 로그인 후 조회가능) 기본 이력서 이메일 보내기,"서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKR002505190022&rtnTarget=list6,
196,장애인 활동지원사 채용(50대 후반 여성장애인) 9-16시 주5일 /장애인활동지원사 자격증 필수,25/05/19 등록,채용시까지,장애인 생활지도원(장애인활동보조원 포함),관계없음,기간의 정함이 없는 근로계약,"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,서울특별시 동대문구 한천로42길 19 (장안동),동대문구,"(근무시간) (오전) 9시 00분 ~ (오후) 4시 00분
휴게시간( (오후) 01시00분~(오후) 01시30분)",주 5일 근무,한사랑노인복지센터,"- 가사활동, 신체활동, 사회활동 지원
 - 장애인활동지원사 자격증 필수
 - 근무시간 09:00~16:00 휴게 13:00-13:30 (주 5일 35시간)
 - 급여 : 시급 10,030원 
 - 지원방법 : 채용담당자 전화 후 방문 지원(02-2214-1004, 010-8954-1440), FAX 지원(02-2215-1313)","팩스,
기타 (채용담당자 전화 후 방문)",면접,"이력서,기타 (활동지원사)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAL002505190007&rtnTarget=list9,
197,분당선 시설 유지보수업무 하실 분 구인합니다.(M),25/05/19 등록,채용시까지,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),관계없음,기간의 정함이 있는 근로계약,월급 235만원 ~ 235만원,"국민연금
고용보험
산재보험
건강보험",해당없음,서울특별시 강남구 개포로 지하 522 (일원동),강남구,"(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분
휴게시간( (오후) 12시00분~(오후) 01시00분)
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)",코레일테크(주),"▶ 분당선 전철역 위생설비 유지관리(수도권지사 경강건축사업소)
▶ 기계, 전기, 건축분야 기능사 이상 우대
▶ 계약기간: 25.07.01~25.08.31(2개월)
▶ 계약만료 후 정규직 채용공고 응시가능 및 유리 (2025년 9월 출근 상용직 채용에정되어 있음)
▶ 상용직은 상여금 있음
▶ 지원은 채용사이트에서 지원(https://recruit.korailtech.com  => 채용공고 => 기간제 채용공고  => 2025년 제4회 현장 기간제사원 채용 공고에서 접수)
▶ 접수마감은 5/30까지임",자사채용사이트(https://recruit.korailtech.com  => 채용공고 => 기간제 채용공고  => 2025년 제4회 현장 기간제사원 채용 공고에서 접수),"서류,면접",기타(https://recruit.korailtech.com  => 채용공고 => 기간제 채용공고  => 2025년 제4회 현장 기간제사원 채용 공고에서 접수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKM002505190013&rtnTarget=list10,
198,[상봉역] 빌딩 미화원 모집,25/05/19 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",경력 (최소 1년 0 개월 이상) 필수,기간의 정함이 있는 근로계약,월급 149만원 ~ 149만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 중랑구 망우로 307, 리베로빌딩 (상봉동)",중랑구,"※ 상세 근무시간
06:00~15:00(휴게4.5시간)/주5일(3명이 돌아가면서 일요일 순번제 근무(09:00~13:30/휴게30분))
주 소정근로시간
툴팁
: 24시간","주 5일 근무
(주 소정근로시간: 24시간)",주식회사 에스지세콤,"빌딩 3개층 공용부분 및 화장실 청소 
06:00~15:00(휴게4.5시간)/주5일(3명이 돌아가면서 일요일 순번제 근무(09:00~13:30/휴게30분))
월1,490,000원                                                                

* 담당자 유선 통화 후 면접(010-6341-2517)",방문,면접,이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAZ002505190005&rtnTarget=list1,
199,[신용산역/오후/3등급] 재가요양보호사 모집,25/05/19 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 용산구 한강로2가 새창로 217, 토투밸리 (한강로2가)",용산구,"(근무시간) (오후) 2시 00분 ~ (오후) 5시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",시온사랑데이케어센터,"[ 신용산역 인근 토투밸리 ] 3등급 할머니 재가요양보호

- 직무내용 : 조리 및 식사준비, 주변정리 정돈 등 일상생활 지원

- 장기요양급여 적용 근로시간 : 1일 3시간
   
- 주5일  /  근무시간 : 14:00~17:00

-  시급: 13,000원 (시급 10,030원 + 주휴수당, 연차수당 기타 제수당 포함)","방문,
기타 (통화 후 면접)",면접,기타(자격증사본),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAV002505190004&rtnTarget=list5,
200,"[내방역, 동주/대호빌딩] 2개빌딩 공용부 미화원 모집",25/05/19 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",경력 (최소 1년 0 개월 이상) 우대,기간의 정함이 있는 근로계약,월급 113만원 ~ 113만원,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 서초구 방배로 179, .. (방배동)",서초구,"(근무시간) (오전) 7시 30분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 20시간","주 5일 근무
(주 소정근로시간: 20시간)",주식회사삼오종합관리,"- 내방역, 동주/대호빌딩 미화원
- 2개빌딩 공용부 청소, 계단, 화장실 
- 대호빌딩주소 : 서초구 방배로 179 
- 동주빌딩: 대호빌딩 바로 옆 건물
- 근무시간 : 07:30~12:00 / 주5일근무
- 휴게시간 : 09:00~09:30
- 급여 : 월 1.136.235원
- 지원 : 010-9945-6446",방문,면접,이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAP002505190009&rtnTarget=list7,
201,약수역근처거주하심/3등급 오후재가요양보호사 구인신청,"25/05/19 등록
25/07/18 마감",25/07/18 마감,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 12,700원 ~ 12,700원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 중구 동호로14길 38, 신당동 (신당동)",중구,"※ 상세 근무시간
13:00~16:00
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",스마일시니어초록재가방문요양센터,"대상자: 3등급. 할머니 (88세) 지팡이나 보행기의 도움으로 보행가능, 치매증상 전혀없음
직무내용: -재활/운동,부축,  일상생활및가사(청소), 식사도움(반찬), 개인활동(산책)  말벗 등 도움
시간: 13:00~16:00(주5일)

근면 성실하신 선생님 많이 지원해주세요.
연락처 : 010-5743-0038","방문,팩스","서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAY002505190002&rtnTarget=list8,
202,관악푸르지오 경비원 모집,"25/05/19 등록
25/06/18 마감",25/06/18 마감,아파트·빌라 경비원,관계없음,기간의 정함이 있는 근로계약,월급 240만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 관악구 관악로30길 27 (봉천동, 관악푸르지오)",관악구,"※ 상세 근무시간
06:00~06:00 격일제 근무 ( 휴게시간 /주간 4.4시간 , 야간 5.5시간 )
2조 2교대 (격일근무)
주 소정근로시간
툴팁
: 40시간","주 4일 근무
(주 소정근로시간: 40시간)",예주산업(주),"관악푸르지오 경비원 모집
- 아파트 경비 업무 지원
- 경비이수증 필수
- 06:00~06:00 격일제 근무 ( 휴게시간 /주간 4.4시간 , 야간 5.5시간 )
- 2,402,637원",Not found,Not found,Not found,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKR002505190015&rtnTarget=list3,
203,[동작구 흑석동] 5등급 할머니 오후재가요양보호사 구인 / 치매교육이수자,"25/05/19 등록
25/07/18 마감",25/07/18 마감,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,서울특별시 동작구 흑석로7길 7-1 (흑석동),동작구,"(근무시간) (오후) 1시 00분 ~ (오후) 4시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",사회복지법인한주재단,"[동작구 흑석동] 5등급 할머니  오후재가요양보호사 구인 / **치매교육이수자

- 일상가사지원, 신체활동지원등
- 독거어르신
- 주5일 13:00~16:00 (14:00~17:00도 가능)
- 시급 10.030원 (주휴수당+연차수당포함 12,620원)
- 중앙대학교 정문 맞은편 
- 문의:010-4031-1841","방문,팩스,
기타 (전화후 방문 010-4031-1841)","서류,면접",기타(건강검진결과지. 자격증사본),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAM002505190005&rtnTarget=list6,
204,[일요일 휴무]서울종합방재센터 구내식당 찬모 채용,"25/05/19 등록
25/07/18 마감",25/07/18 마감,사업체 구내식당 급식 조리사,경력 (최소 1년 0 개월 이상) 필수,기간의 정함이 있는 근로계약,월급 260만원 ~ 280만원,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 중구 퇴계로26길 52, 지하1층 (예장동)",중구,"근무시간 협의가능
(근무시간) (오전) 8시 00분 ~ (오후) 5시 30분
휴게시간( (오후) 02시00분~(오후) 03시30분)
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)",주식회사 삼구에프에스,"[일요일 휴무]서울종합방재센터 구내식당 찬모 채용

□ 근무기간 : 장기근무 가능자 우대

□ 근무요일: 주5일 근무(목, 일 휴무)

□ 근무시간 - 평일 08:00~17:30(휴게90분)
                - 주말/공휴일 06:00~15:00(휴게60분)
□ 월 급여 : 월 평균 260만원~280만원(세전) / 월 평균 급여로 근무일 수에 따라 변동 있음(연장 및 휴일근로 수당에 따라 변동)

※ 워크넷 입사 지원 후 면접협의","워크넷,
이메일 (개인회원 로그인 후 조회가능) 기본 이력서 이메일 보내기
고용24 입사지원","서류,면접","이력서,기타 (전화 통화 후 면접)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KEC0042505190003&rtnTarget=list9,
205,[잠실동] 향군타워 청소원 모집,"25/05/19 등록
25/07/18 마감",25/07/18 마감,건물 청소원,관계없음,기간의 정함이 있는 근로계약,월급 218만원 ~ 218만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,서울특별시 송파구 올림픽로35길 123 향군타워,송파구,"※ 상세 근무시간
05:30~14:30(월~금)
주 소정근로시간
툴팁
: 36시간","주 5일 근무
(주 소정근로시간: 36시간)",향우종합관리(주）,"잠실동 향군타워 건물청소
근무시간:05:30~14:30(주5일) 휴게시간:08:15~09:45/11:20~12:40
급여:2,180,000원","방문,
기타 (이메일(kyungho3661@hanmail.net))","서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAS002505190005&rtnTarget=list10,
206,(천호동/3등급할아버지)재가요양보호사 모집,25/05/19 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 있는 근로계약,"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 강동구 양재대로127길 27-3 (천호동, 삼성아트빌)",강동구,"※ 상세 근무시간
비급여 협의",주 6일 근무,사랑배달재가노인복지센터,"-근무지: 양재대로127길27-3
-대상자: 3등급할아버지(주6일)
-시   급: 10,030원(기타,주휴 및 연차수당 포함시 12,700원,비급여 24시간 협의)
-업   무: 가사 및 일상생활지원
-담당자: 010-2503-1166",기타(전화통화 후 면접 010-2503-1166),서류,"이력서,기타 (요양보호사 자격증)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAC002505190005&rtnTarget=list6,
207,[묵동 삼삼메디컬빌딩] 미화원 채용공고,25/05/19 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 없는 근로계약(시간(선택)제),월급 60만원 ~ 60만원,"국민연금
고용보험
산재보험
건강보험",해당없음,"서울특별시 중랑구 동일로 887, 먹골역5번출구 (묵동, 삼삼메디컬빌딩)",중랑구,"(근무시간) (오전) 7시 30분 ~ (오전) 9시 00분
주 소정근로시간
툴팁
: 9시간","주 6일 근무
(주 소정근로시간: 9시간)",삼삼메디컬빌딩,"- 1층 화장실 청소, 외곽, 계단청소(가끔)
- 신체 건강한 자, 인근 거주자, 장기근속 가능자
- 월~금 7:30~9:00(시간조정가능) / 주6일
- 월60만원
- 6월 9일 근무 시작",방문,"서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAZ002505190002&rtnTarget=list10,
